Kategori,Keyword,Periode_Scrape,Sumber,Tanggal_Tayang,Judul,Link
Social,Keluhan Makan Siang Gratis,November 2025,Tribunkalteng.com,2 minggu lalu,"Kepala MTsN 1 Palangka Raya Klaim Temuan Ulat pada Menu MBG hanya Satu Ompreng, Ini Kronologisnya",https://kalteng.tribunnews.com/palangka-raya/222702/kepala-mtsn-1-palangka-raya-klaim-temuan-ulat-pada-menu-mbg-hanya-satu-ompreng-ini-kronologisnya
Social,Keluhan Makan Siang Gratis,November 2025,Merdeka.com,2 minggu lalu,"Gibran Santap Siang Nelayan Kampoeng Koneng, Serap Aspirasi Warga Pesisir di Kepulauan Seribu",https://www.merdeka.com/politik/gibran-santap-siang-nelayan-kampoeng-koneng-serap-aspirasi-warga-pesisir-di-kepulauan-seribu-496292-mvk.html
Social,Keluhan Makan Siang Gratis,November 2025,Tribunkalteng.com,2 minggu lalu,"MBG Berulat di MTsN 1 Palangka Raya, Wawali Tegaskan SLHS Dapur MBG Bisa Dicabut jika Lalai",https://kalteng.tribunnews.com/palangka-raya/222881/mbg-berulat-di-mtsn-1-palangka-raya-wawali-tegaskan-slhs-dapur-mbg-bisa-dicabut-jika-lalai
Social,Keluhan Makan Siang Gratis,November 2025,Konteks.co.id,3 minggu lalu,"Ramai Komentar di Akun BGN, Pegawai Dapur MBG Protes: Woiii, Bayar Noh, Belum Digaji! - Konteks.co.id",https://www.konteks.co.id/nasional/1631842921/ramai-komentar-di-akun-bgn-pegawai-dapur-mbg-protes-woiii-bayar-noh-belum-digaji
Social,Keluhan Makan Siang Gratis,November 2025,Head Topics,4 hari lalu,198 siswa SMPN 1 Blora diduga alami keracunan makanan,https://id.headtopics.com/news/198-siswa-smpn-1-blora-diduga-alami-keracunan-makanan-76356909
Social,Keluhan Makan Siang Gratis,November 2025,RADAR24.co.id,4 minggu lalu,"Bukan MBG (Makan Bergizi Gratis) Anak Sekolah, Tapi MBG-K (Makan Bergizi Gratis Keluarga)",https://radar24.co.id/2025/11/04/bukan-mbg-makan-bergizi-gratis-anak-sekolah-tapi-mbg-k-makan-bergizi-gratis-keluarga/
Social,Keluhan Makan Siang Gratis,November 2025,Kompasiana.com,4 minggu lalu,Viral! Surat Edaran Sekolah: Pemerintah Lepas Tangan soal Keracunan Program Makan Bergizi Gratis - Kompasiana.com,https://www.kompasiana.com/imas80256/6908bdaded64152a7a3078f2/viral-surat-edaran-sekolah-pemerintah-lepas-tangan-soal-keracunan-program-makan-bergizi-gratis
Social,Keluhan Makan Siang Gratis,November 2025,Zona Jakarta,2 hari lalu,Internet Rakyat Bikin Akses Informasi di Pelosok Makin Mudah dengan Jaringan 5G dan Harga Terjangkau - Zona Jakarta,https://www.zonajakarta.com/teknologi/67316326887/internet-rakyat-bikin-akses-informasi-di-pelosok-makin-mudah-dengan-jaringan-5g-dan-harga-terjangkau?page=2
Social,Keluhan Makan Siang Gratis,November 2025,FAJAR,3 hari lalu,"Nilai Matematika Anak SMA Anjlok, Indra Charismiadji: Cara Ngajar Aja Sudah Salah",https://fajar.co.id/2025/11/27/nilai-matematika-anak-sma-anjlok-indra-charismiadji-cara-ngajar-aja-sudah-salah/
Social,Dapur Makan Bergizi Gratis,November 2025,CNN Indonesia,3 minggu lalu,Dapur Umum MBG Sesuai Standar Bakal Dapat Insentif Rp6 Juta per Hari,https://www.cnnindonesia.com/ekonomi/20251106143110-92-1292624/dapur-umum-mbg-sesuai-standar-bakal-dapat-insentif-rp6-juta-per-hari
Social,Dapur Makan Bergizi Gratis,November 2025,Polresta Surakarta,4 minggu lalu,Kapolsek Jebres Hadiri Peresmian Dapur SPPG Program Makan Bergizi Gratis di Kelurahan Gandekan,https://polresta.surakarta.go.id/kapolsek-jebres-hadiri-peresmian-dapur-sppg-program-makan-bergizi-gratis-di-kelurahan-gandekan/
Social,Dapur Makan Bergizi Gratis,November 2025,Kementerian Agama Kabupaten Bantul,4 minggu lalu,"Survei Dapur MBG, MTs Negeri 7 Bantul Pastikan Kelayakan Kerjasama Program Makan Bergizi Gratis",http://bantul.kemenag.go.id/survei-dapur-mbg-mts-negeri-7-bantul-pastikan-kelayakan-kerjasama-program-makan-bergizi-gratis
Social,Dapur Makan Bergizi Gratis,November 2025,detikNews,3 minggu lalu,BGN Wacanakan Masyarakat Baduy Dapat Makan Bergizi Gratis,https://news.detik.com/berita/d-8205937/bgn-wacanakan-masyarakat-baduy-dapat-makan-bergizi-gratis
Social,Dapur Makan Bergizi Gratis,November 2025,TNI AU,4 minggu lalu,"Wujud Nyata Dukung Program Makan Bergizi Gratis, Lanud Anang Busra Laksanakan Ground Breaking Dapur SPPG Pertama",https://tni-au.mil.id/berita/detail/wujud-nyata-dukung-program-makan-bergizi-gratis-lanud-anang-busra-laksanakan-ground-breaking-dapur-sppg-pertama
Social,Dapur Makan Bergizi Gratis,November 2025,Website Resmi Polda Maluku,1 bulan lalu,Wakapolres Buru Hadiri Sosialisasi Program Makanan Bergizi Gratis (MBG) Tahun 2025 di Kabupaten Buru,https://tribratanews.maluku.polri.go.id/informasi/berita/baca/wakapolres-buru-hadiri-sosialisasi-program-makanan-bergizi-gratis-mbg-tahun-2025-di-kabupaten-buru
Social,Dapur Makan Bergizi Gratis,November 2025,mmckalteng,1 minggu lalu,Wagub Kalteng Resmikan SPPG Langkai 4 Pahandut untuk Perkuat Program Makan Bergizi Gratis,https://mmc.kalteng.go.id/berita/read/49335/wagub-kalteng-resmikan-sppg-langkai-4-pahandut-untuk-perkuat-program-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,DJPb Kemenkeu,3 minggu lalu,Dashboard Makan Bergizi Gratis,https://www.djpb.kemenkeu.go.id/kanwil/banten/id/profil/sejarah/9-uncategorised/3066-dashboard-makan-bergizi-gratis.html
Technological,Aplikasi Makan Bergizi,November 2025,SuaraBaru.id,3 minggu lalu,"Bikin BGN Kagum, Aplikasi 'Kudus Sehat' Buka Akses CCTV Real-Time Dapur MBG ke Publik!",https://suarabaru.id/2025/11/07/bikin-bgn-kagum-aplikasi-kudus-sehat-buka-akses-cctv-real-time-dapur-mbg-ke-publik
Technological,Aplikasi Makan Bergizi,November 2025,Halo Semarang,3 minggu lalu,"Maksimalkan Pelaksanaan MBG, Pemkab Gunakan Aplikasi Kudus Sehat",https://halosemarang.id/maksimalkan-pelaksanaan-mbg-pemkab-gunakan-aplikasi-kudus-sehat/
Technological,Aplikasi Makan Bergizi,November 2025,Suara Merdeka Muria,3 minggu lalu,BGN Beri Lampu Hijau Dapur SPPG Bisa Dipantau Real Time Via Aplikasi Kudus Sehat - Suara Merdeka Muria,https://muria.suaramerdeka.com/nasional/0716211316/bgn-beri-lampu-hijau-dapur-sppg-bisa-dipantau-real-time-via-aplikasi-kudus-sehat
Technological,Aplikasi Makan Bergizi,November 2025,ISKNEWS.COM,3 minggu lalu,Semua Jaringan CCTV SPPG di Kudus Bakal Terkoneksi dengan Aplikasi Kudus Sehat,https://isknews.com/semua-jaringan-cctv-sppg-di-kudus-bakal-terkoneksi-dengan-aplikasi-kudus-sehat/
Technological,Aplikasi Makan Bergizi,November 2025,economy.okezone.com,2 minggu lalu,42 Juta Orang Sudah Nikmati Program Makan Bergizi Gratis,https://economy.okezone.com/read/2025/11/12/320/3183121/42-juta-orang-sudah-nikmati-program-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Zonanews.id,3 minggu lalu,"BGN Sambut Baik Gagasan Bupati Sam’ani, Masyarakat Kini Bisa Pantau Dapur MBG Lewat Aplikasi Kudus Sehat",https://www.zonanews.id/bgn-sambut-baik-gagasan-bupati-samani-masyarakat-kini-bisa-pantau-dapur-mbg-lewat-aplikasi-kudus-sehat/siti-islamiyah/
Technological,Aplikasi Makan Bergizi,November 2025,MerahPutih,2 minggu lalu,"Program Makan Bergizi Gratis Jangkau 42 Juta Penerima Manfaat, Tersebar di 38 Provinsi",https://www.merahputih.com/post/read/program-makan-bergizi-gratis-jangkau-42-juta-penerima-manfaat-tersebar-di-38-provinsi
Technological,Aplikasi Makan Bergizi,November 2025,Radar Pati,3 minggu lalu,Masyarakat Kudus Bisa Pantau Proses Masak Menu MBG Lewat Aplikasi Ini - Radar Pati,https://radarpati.jawapos.com/kudus/2246798800/masyarakat-kudus-bisa-pantau-proses-masak-menu-mbg-lewat-aplikasi-ini
Technological,Aplikasi Makan Bergizi,November 2025,Jatimtimes,3 minggu lalu,Program Makan Bergizi Gratis Banyuwangi Diperluas dengan Beroperasinya Dapur SPPG Kedayunan,https://jatimtimes.com/baca/349059/20251106/200000/program-makan-bergizi-gratis-banyuwangi-diperluas-dengan-beroperasinya-dapur-sppg-kedayunan
Technological,Aplikasi Makan Bergizi,November 2025,Kalimantan Live,4 minggu lalu,"Dana Rp 1 Miliar Lenyap Akibat Chat Palsu BNI, Program Makan Bergizi Gratis di Bandung Barat Lumpuh Total!",https://kalimantanlive.com/2025/11/04/dana-rp-1-miliar-lenyap-akibat-chat-palsu-bni-program-makan-bergizi-gratis-di-bandung-barat-lumpuh-total/
Technological,Aplikasi Makan Bergizi,November 2025,Pemprov Jawa Tengah,3 minggu lalu,Masyarakat Ikuti Skrining TBC Gratis,https://jatengprov.go.id/beritadaerah/masyarakat-ikuti-skrining-tbc-gratis/
Technological,Aplikasi Makan Bergizi,November 2025,Merdeka.com,1 minggu lalu,"Pemkab Kudus Luncurkan Aplikasi Kudus Sehat, Perkuat Keterbukaan Publik dan Akses Informasi",https://www.merdeka.com/peristiwa/pemkab-kudus-luncurkan-aplikasi-kudus-sehat-perkuat-keterbukaan-publik-dan-akses-informasi-498282-mvk.html
Technological,Aplikasi Makan Bergizi,November 2025,CNN Indonesia,2 minggu lalu,AI dan Kolonialisasi Pola Makan: Ketika Nasi Uduk Dianggap Dosa,https://www.cnnindonesia.com/teknologi/20251113135428-185-1295117/ai-dan-kolonialisasi-pola-makan-ketika-nasi-uduk-dianggap-dosa/2
Technological,Aplikasi Makan Bergizi,November 2025,Kompas.com,3 minggu lalu,"Pemkot Yogyakarta Minta SPPG Segera Kantongi SLHS, Dapat Diurus Melalui Aplikasi JSS",http://regional.kompas.com/read/2025/11/10/204800178/pemkot-yogyakarta-minta-sppg-segera-kantongi-slhs-dapat-diurus-melalui
Technological,Aplikasi Makan Bergizi,November 2025,Suarakendari.com,2 hari lalu,Pemkab Koltim Gelar Sosialisasi Percepatan Program Makan Bergizi Gratis (MBG) 2025 - Suarakendari.com,https://suarakendari.com/read/pemkab-koltim-gelar-sosialisasi-percepatan-program-makan-bergizi-gratis-mbg-2025
Technological,Aplikasi Makan Bergizi,November 2025,ISKNEWS.COM,3 minggu lalu,Bupati Sam’ani Targetkan Seluruh Dapur MBG Kudus Rampung Beroperasi Tahun 2026,https://isknews.com/bupati-samani-targetkan-seluruh-dapur-mbg-kudus-rampung-beroperasi-tahun-2026/
Technological,Aplikasi Makan Bergizi,November 2025,Zonanews.id,1 minggu lalu,"Momentum Sakral 1 Muharram 1447 Hijriyah, Pemkab Kudus Launching Aplikasi Kudus Sehat",https://www.zonanews.id/momentum-sakral-1-muharram-1447-hijriyah-pemkab-kudus-launching-aplikasi-kudus-sehat/siti-islamiyah/
Technological,Aplikasi Makan Bergizi,November 2025,Suara Merdeka Muria,4 minggu lalu,"Baru 1 Dapur SPPG di Kudus Pasang CCTV, Warga Bisa Ikut Pantau di Apilkasi Kudus Sehat - Suara Merdeka Muria",https://muria.suaramerdeka.com/muria-raya/0716198470/baru-1-dapur-sppg-di-kudus-pasang-cctv-warga-bisa-ikut-pantau-di-apilkasi-kudus-sehat
Technological,Aplikasi Makan Bergizi,November 2025,katantt.com,1 bulan lalu,"BGN Gelar Pelatihan Penjamah Makanan di NTT, Perkuat Layanan Program Makan Bergizi Gratis",https://www.katantt.com/artikel/52373/bgn-gelar-pelatihan-penjamah-makanan-di-ntt-perkuat-layanan-program-makan-bergizi-gratis/
Technological,Aplikasi Makan Bergizi,November 2025,detikcom,4 minggu lalu,"Diduga Jadi Korban Phising, SPPG di Bandung Barat Kehilangan Saldo Rp1 M",https://www.detik.com/jabar/berita/d-8192086/diduga-jadi-korban-phising-sppg-di-bandung-barat-kehilangan-saldo-rp1-m
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,6 hari lalu,Warga Solo Serbu 1.300 Porsi Makan Bergizi Gratis di CFD,https://news.ambisius.com/2025/11/24/nasional/warga-solo-serbu-1-300-porsi-makan-bergizi-gratis-di-cfd
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,12 jam yang lalu,Sosialisasi Program Makan Bergizi Gratis: Kunci Peningkatan Gizi Anak di Tabanan,https://news.ambisius.com/2025/11/29/nasional/sosialisasi-program-makan-bergizi-gratis-kunci-peningkatan-gizi-anak-di-tabanan
Technological,Aplikasi Makan Bergizi,November 2025,Tempo.co,1 minggu lalu,Cara Mensos Mitigasi Keracunan MBG untuk Lansia dan Penyandang Disabilitas,https://www.tempo.co/politik/cara-mensos-mitigasi-keracunan-mbg-untuk-lansia-dan-penyandang-disabilitas-2091119
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,5 hari lalu,"Program Makan Bergizi Gratis Terancam Gagal, Dapur SPPG Berhenti Beroperasi Akibat Konflik",https://news.ambisius.com/2025/11/25/nasional/program-makan-bergizi-gratis-terancam-gagal-dapur-sppg-berhenti-beroperasi-akibat-konflik
Technological,Aplikasi Makan Bergizi,November 2025,detikNews,1 minggu lalu,"Mengenal SAGI 127, Layanan Aduan MBG yang Hadir 24 Jam",https://news.detik.com/berita/d-8223352/mengenal-sagi-127-layanan-aduan-mbg-yang-hadir-24-jam
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,3 minggu lalu,Program Makan Bergizi Gratis: Investasi SDM dan Dorong Ekonomi Lokal,https://news.ambisius.com/2025/11/06/nasional/program-makan-bergizi-gratis-investasi-sdm-dan-dorong-ekonomi-lokal
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,1 hari lalu,"BGN Raih Penghargaan, Program Makan Bergizi Gratis Gerakkan Ekonomi Rakyat",https://news.ambisius.com/2025/11/29/nasional/bgn-raih-penghargaan-program-makan-bergizi-gratis-gerakkan-ekonomi-rakyat
Technological,Aplikasi Makan Bergizi,November 2025,CNBC Indonesia,2 hari lalu,Prabowo: Sudah 2 Miliar Makanan Program MBG Diproduksi dan Dibagikan,https://www.cnbcindonesia.com/news/20251128202628-4-689554/prabowo-sudah-2-miliar-makanan-program-mbg-diproduksi-dan-dibagikan/amp
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,4 minggu lalu,"Indonesia Jadikan India Role Model, Tingkatkan Kualitas Makan Bergizi Gratis",https://news.ambisius.com/2025/11/03/nasional/indonesia-jadikan-india-role-model-tingkatkan-kualitas-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,3 minggu lalu,"DPR RI: Makan Bergizi Gratis, Kunci SDM Unggul Indonesia Emas 2045",https://news.ambisius.com/2025/11/08/nasional/dpr-ri-makan-bergizi-gratis-kunci-sdm-unggul-indonesia-emas-2045
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,1 minggu lalu,"Danantara Permudah Kredit, Dorong Pembangunan Dapur Makan Bergizi Gratis",https://news.ambisius.com/2025/11/20/ekonomi/danantara-permudah-kredit-dorong-pembangunan-dapur-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,3 minggu lalu,"Air Lolos Uji, BGN Tetap Wajibkan Air Galon untuk Makan Bergizi Gratis",https://news.ambisius.com/2025/11/11/nasional/air-lolos-uji-bgn-tetap-wajibkan-air-galon-untuk-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,1 hari lalu,"Program Makan Bergizi Gratis: Serap 700 Ribu Pekerja, Pesantren Diminta Mandiri Pangan",https://news.ambisius.com/2025/11/29/nasional/program-makan-bergizi-gratis-serap-700-ribu-pekerja-pesantren-diminta-mandiri-pangan
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,1 hari lalu,"BSI Dukung Program Makan Bergizi Gratis, Biayai Dapur Wahdah Islamiyah",https://news.ambisius.com/2025/11/29/ekonomi/bsi-dukung-program-makan-bergizi-gratis-biayai-dapur-wahdah-islamiyah
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,8 jam yang lalu,Dapur Makan Bergizi Gratis Beralih Jadi Dapur Umum Bantu Korban Banjir Sumatra,https://news.ambisius.com/2025/11/30/nasional/dapur-makan-bergizi-gratis-beralih-jadi-dapur-umum-bantu-korban-banjir-sumatra
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,3 minggu lalu,"Danantara Siapkan Rp 20 T untuk Peternakan Ayam, Dukung Makan Bergizi Gratis",https://news.ambisius.com/2025/11/11/ekonomi/danantara-siapkan-rp-20-t-untuk-peternakan-ayam-dukung-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Ambisius News,3 minggu lalu,Kawendra DPR RI: Program Makan Bergizi Gratis Fondasi Indonesia Emas 2045,https://news.ambisius.com/2025/11/06/nasional/kawendra-dpr-ri-program-makan-bergizi-gratis-fondasi-indonesia-emas-2045
Technological,Aplikasi Makan Bergizi,November 2025,Kaltim Post,3 minggu lalu,"Cegah Keracunan MBG, Balai Kekarantinaan Kesehatan Sebut Perlu Sistem Terintegrasi - Kaltim Post",https://kaltimpost.jawapos.com/balikpapan/2386818614/cegah-keracunan-mbg-balai-kekarantinaan-kesehatan-sebut-perlu-sistem-terintegrasi
Technological,Aplikasi Makan Bergizi,November 2025,Tribunkalteng.com,2 minggu lalu,"Rapat Bersama Kemendagri RI, Bupati Lamandau Bakal Kebut Program Makan Bergizi Gratis",https://kalteng.tribunnews.com/lamandau/223007/rapat-bersama-kemendagri-ri-bupati-lamandau-bakal-kebut-program-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Radar Kudus,4 minggu lalu,"Dana Rp 1 M Program Makan Bergizi Gratis Raib, SPPG Pangauban Diduga Jadi Korban Phishing - Radar Kudus",https://radarkudus.jawapos.com/nasional/696783918/dana-rp-1-m-program-makan-bergizi-gratis-raib-sppg-pangauban-diduga-jadi-korban-phishing
Technological,Aplikasi Makan Bergizi,November 2025,Media Indonesia,3 minggu lalu,Inovasi Aplikasi Cegah Stunting dari Telkom Raih IDX Channel Award 2025,https://mediaindonesia.com/humaniora/828227/inovasi-aplikasi-cegah-stunting-dari-telkom-raih-idx-channel-award-2025
Technological,Aplikasi Makan Bergizi,November 2025,Suarakendari.com,2 hari lalu,"Polda dan Pemprov Sultra Bersinergi Lindungi Tenaga Kerja dengan Peluncuran Aplikasi ""SIGA",https://suarakendari.com/read/polda-dan-pemprov-sultra-bersinergi-lindungi-tenaga-kerja-dengan-peluncuran-aplikasi-siga-tenggara
Technological,Aplikasi Makan Bergizi,November 2025,Suara Merdeka,3 hari lalu,Pintar Kemenag: Kumpulan Soal dan Kunci Jawaban Sosialisasi Kebijakan Pelaksanaan MBG di Madrasah - Suara Merdeka,https://www.suaramerdeka.com/nasional/0416323036/pintar-kemenag-kumpulan-soal-dan-kunci-jawaban-sosialisasi-kebijakan-pelaksanaan-mbg-di-madrasah?page=4
Technological,Aplikasi Makan Bergizi,November 2025,RRI.co.id,1 minggu lalu,BPJS Ketenagakerjaan Majapahit Tingkatkan Aktivasi Aplikasi Jamsostek Mobile,https://rri.co.id/semarang/daerah/1984770/bpjs-ketenagakerjaan-majapahit-tingkatkan-aktivasi-aplikasi-jamsostek-mobile
Technological,Aplikasi Makan Bergizi,November 2025,jatengpos.co.id,4 jam yang lalu,Dandim 0722/Kudus Ingatkan SPPG Jangan Sekadar Cari Profit,https://jatengpos.co.id/pati-raya/2025/11/30/dandim-0722-kudus-ingatkan-sppg-jangan-sekadar-cari-profit/
Technological,Aplikasi Makan Bergizi,November 2025,Tempo.co,3 minggu lalu,Abdul Mu'ti Minta Guru Lebih Kreatif Gunakan Teknologi dalam Pembelajaran,https://www.tempo.co/politik/abdul-mu-ti-minta-guru-lebih-kreatif-gunakan-teknologi-dalam-pembelajaran-2088650
Technological,Aplikasi Makan Bergizi,November 2025,Radar Madiun,2 hari lalu,Mahasiswa Pascasarjana Unipma Luncurkan Aplikasi “Sisa Sahabat” untuk Pantau 7 Kebiasaan Anak Indonesia Hebat - Radar Madiun,https://radarmadiun.jawapos.com/pendidikan/806887921/mahasiswa-pascasarjana-unipma-luncurkan-aplikasi-sisa-sahabat-untuk-pantau-7-kebiasaan-anak-indonesia-hebat
Technological,Aplikasi Makan Bergizi,November 2025,Lingkar.co,2 hari lalu,"Resmi Dilaunching, Aplikasi KDMP Plus Mudahkan Anggota Pantau SHU Realtime",https://lingkar.co/resmi-dilaunching-aplikasi-kdmp-plus-mudahkan-anggota-pantau-shu-realtime/
Technological,Aplikasi Makan Bergizi,November 2025,BANYUMAS EKSPRES,1 hari lalu,Cek Cara Klaim Bonus Saldo DANA dari Aplikasi Penghasil Uang Toluna Influencers,https://banyumasekspres.id/cek-cara-klaim-bonus-saldo-dana-dari-aplikasi-penghasil-uang-toluna-influencers/amp
Technological,Aplikasi Makan Bergizi,November 2025,Melintas,1 minggu lalu,Komitmen Nasional Memperluas Akses Makan Bergizi Gratis bagi Seluruh Santri Indonesia Tanpa Tertinggal! - Melintas,https://www.melintas.id/pendidikan/346855405/komitmen-nasional-memperluas-akses-makan-bergizi-gratis-bagi-seluruh-santri-indonesia-tanpa-tertinggal?page=3
Technological,Aplikasi Makan Bergizi,November 2025,Melintas,1 minggu lalu,Penguatan Sinergi Kemenag dan Badan Gizi Nasional Perluas Akses Makan Bergizi Gratis bagi 11 Juta Santri Indonesia Tahun 2025 - Melintas,https://www.melintas.id/pendidikan/346858249/penguatan-sinergi-kemenag-dan-badan-gizi-nasional-perluas-akses-makan-bergizi-gratis-bagi-11-juta-santri-indonesia-tahun-2025?page=3
Technological,Aplikasi Makan Bergizi,November 2025,Melintas,3 hari lalu,"Resmi Diluncurkan! Modul Edukasi Gizi MBG, Inilah 5 Panduan Wajib Sekolah - Melintas",https://www.melintas.id/pendidikan/346886753/resmi-diluncurkan-modul-edukasi-gizi-mbg-inilah-5-panduan-wajib-sekolah?page=3
Technological,Aplikasi Makan Bergizi,November 2025,Rublik Depok,4 minggu lalu,"KAI Batalkan Platform Fee Rp 3.000 di Aplikasi KAI Access, Begini Penjelasan Lengkap dan Cara Pesan Tiket - Rublik Depok",https://depokraya.pikiran-rakyat.com/hiburan-gaya-hidup/pr-3299767247/kai-batalkan-platform-fee-rp-3000-di-aplikasi-kai-access-begini-penjelasan-lengkap-dan-cara-pesan-tiket
Technological,Aplikasi Makan Bergizi,November 2025,Taberita,2 minggu lalu,Pemkab Sampang Siapkan Aplikasi Lapor MBG Untuk Awasi Program Makan Bergizi Gratis,https://taberita.com/ta/pemkab-sampang-siapkan-aplikasi-lapor-mbg-untuk-awasi-program-makan-bergizi-gratis
Technological,Aplikasi Makan Bergizi,November 2025,Tribunjateng.com,3 hari lalu,"Kudus Sehat, Aplikasi Berisi Informasi Lengkap tentang Kudus",https://jateng.tribunnews.com/muria/1233770/kudus-sehat-aplikasi-berisi-informasi-lengkap-tentang-kudus
Technological,Aplikasi Makan Bergizi,November 2025,Poros Jakarta,4 minggu lalu,"India Jadi Role Model Program Makan Bergizi Gratis, BGN Tegaskan Tujuan - Poros Jakarta",https://www.porosjakarta.com/metro/066780915/india-jadi-role-model-program-makan-bergizi-gratis-bgn-tegaskan-tujuan
Technological,Aplikasi Makan Bergizi,November 2025,Kompasiana.com,3 hari lalu,Aplikasi Ini Permudah Akuntan SPPG Membuat Laporan Lho! - Kompasiana.com,https://www.kompasiana.com/arifwidodo9505/692817f334777c028d7108c2/aplikasi-ini-permudah-akuntan-sppg-membuat-laporan-lho
Technological,Aplikasi Makan Bergizi,November 2025,Tribunjateng.com,1 minggu lalu,Pemkab Kudus Luncurkan Aplikasi Kudus Sehat: Semua Informasi Tentang Kudus Ada di Dalamnya,https://jateng.tribunnews.com/muria/1233117/pemkab-kudus-luncurkan-aplikasi-kudus-sehat-semua-informasi-tentang-kudus-ada-di-dalamnya
Technological,Aplikasi Makan Bergizi,November 2025,Nusantara 62,2 minggu lalu,"Prabowo: MBG Bukan Sekadar Makan Gratis, Tapi Investasi Masa Depan Anak Indonesia - Nusantara 62",https://www.nusantara62.com/nasional/37116272001/prabowo-mbg-bukan-sekadar-makan-gratis-tapi-investasi-masa-depan-anak-indonesia
Technological,Aplikasi Makan Bergizi,November 2025,Tribun Video,2 minggu lalu,Prabowo Klaim Program Makan Bergizi Gratis Sudah Capai 44 Juta Penerima dalam Waktu Singkat,https://video.tribunnews.com/news/887080/prabowo-klaim-program-makan-bergizi-gratis-sudah-capai-44-juta-penerima-dalam-waktu-singkat
Technological,Aplikasi Makan Bergizi,November 2025,Tinewss,2 minggu lalu,Aplikasi TRING! Milik Pegadaian Dibanjiri Ulasan Buruk: Error di Luar Negeri hingga OTP Bermasalah - TiNewss,https://www.tinewss.com/ekonomi-bisnis/18516269972/aplikasi-tring-milik-pegadaian-dibanjiri-ulasan-buruk-error-di-luar-negeri-hingga-otp-bermasalah
Technological,Aplikasi Makan Bergizi,November 2025,Kabar Pangandaran,1 minggu lalu,Yang Bukan Tujuan MBG Yaitu Apa? Ini Kunci Jawaban Pertanyaan yang Wajib Diketahui saat Mengikuti Rekrutmen - Kabar Pangandaran,https://kabarpangandaran.pikiran-rakyat.com/nasional/pr-3229804272/yang-bukan-tujuan-mbg-yaitu-apa-ini-kunci-jawaban-pertanyaan-yang-wajib-diketahui-saat-mengikuti-rekrutmen
Technological,Aplikasi Makan Bergizi,November 2025,Tribunbengkulu.com,2 minggu lalu,"Apa Itu VIR, Aplikasi yang Mendadak Bikin Heboh Rejang Lebong dan Kepahiang Bengkulu?",https://bengkulu.tribunnews.com/rejang-lebong/92507/apa-itu-vir-aplikasi-yang-mendadak-bikin-heboh-rejang-lebong-dan-kepahiang-bengkulu
Technological,Aplikasi Makan Bergizi,November 2025,Tribunkaltim.co,9 jam yang lalu,"Daftar SPPG di Samarinda, Dinkes Libatkan Tenaga Kesehatan Puskesmas untuk Percepat Pengurusan SLHS",https://kaltim.tribunnews.com/tribun-etam/1128382/daftar-sppg-di-samarinda-dinkes-libatkan-tenaga-kesehatan-puskesmas-untuk-percepat-pengurusan-slhs
Technological,Data Siswa Makan Gratis,November 2025,GoodStats,4 minggu lalu,Analisis Emosi Warganet terhadap Program Makan Bergizi Gratis,https://data.goodstats.id/statistic/analisis-emosi-warganet-terhadap-program-makan-bergizi-gratis-m7rPC
Technological,Data Siswa Makan Gratis,November 2025,ANTARA News Jateng,3 minggu lalu,Program Makan Bergizi Gratis di Jepara sasar 166.721 pelajar hingga balita,https://jateng.antaranews.com/berita/608209/program-makan-bergizi-gratis-di-jepara-sasar-166721-pelajar-hingga-balita
Technological,Data Siswa Makan Gratis,November 2025,Tempo.co,3 minggu lalu,BGN Ungkap Risiko Jika Menggunakan Ompreng Palsu Makan Bergizi Gratis,https://www.tempo.co/politik/bgn-ungkap-risiko-jika-menggunakan-ompreng-palsu-makan-bergizi-gratis-2086596
Technological,Data Siswa Makan Gratis,November 2025,Kumparan,4 hari lalu,Makan Bergizi Gratis Sudah Dinikmati 1.558 Sekolah di Sulawesi Utara - kumparan.com,https://kumparan.com/manadobacirita/makan-bergizi-gratis-sudah-dinikmati-1-558-sekolah-di-sulawesi-utara-26JvPieUtKx
Technological,Data Siswa Makan Gratis,November 2025,RRI.co.id,4 hari lalu,Program MBG Berlanjut di SDN 001 Nunukan Selatan,https://rri.co.id/makan-bergizi-gratis/1999082/program-mbg-berlanjut-di-sdn-001-nunukan-selatan
