Kategori,Keyword,Periode_Scrape,Sumber,Tanggal_Tayang,Judul,Link
Technological,Teknologi Pangan Makan Bergizi,January 2025,IDN Times,8 Jan 2025,5 Universitas dengan Jurusan Teknologi Pangan Terbaik di Indonesia,https://www.idntimes.com/life/education/5-universitas-dengan-jurusan-teknologi-pangan-terbaik-di-indonesia-01-r4mfw-zpk0m2
Technological,Teknologi Pangan Makan Bergizi,January 2025,detikFinance,13 Jan 2025,Emiten Farmasi Ini Bakal Suplai Susu Spirulina buat Makan Bergizi Gratis,https://finance.detik.com/bursa-dan-valas/d-7729919/emiten-farmasi-ini-bakal-suplai-susu-spirulina-buat-makan-bergizi-gratis
Technological,Teknologi Pangan Makan Bergizi,January 2025,Liputan6.com,24 Jan 2025,Penentuan Menu hingga Kandungan Gizi MBG Perlu Miliki Standar Nasional,https://www.liputan6.com/health/read/5894363/penentuan-menu-hingga-kandungan-gizi-mbg-perlu-miliki-standar-nasional
Technological,Teknologi Pangan Makan Bergizi,January 2025,Media Indonesia,20 Jan 2025,Kelola MBG perlu Juga Perhatikan Pengolahan Food Waste,https://mediaindonesia.com/nusantara/736239/kelola-mbg-perlu-juga-perhatikan-pengolahan-food-waste
Technological,Teknologi Pangan Makan Bergizi,January 2025,Portal Informasi Indonesia,30 Jan 2025,Mencetak Lagi Ribuan Talenta Digital,https://indonesia.go.id/kategori/editorial/8942/mencetak-lagi-ribuan-talenta-digital?lang=1
Technological,Teknologi Pangan Makan Bergizi,January 2025,Kumparan,7 Jan 2025,3 Skema Penyaluran Makanan Bergizi Gratis sesuai Ketentuan Pemerintah - kumparan.com,https://kumparan.com/berita-hari-ini/3-skema-penyaluran-makanan-bergizi-gratis-sesuai-ketentuan-pemerintah-24FrX98Ut5R
Technological,Teknologi Pangan Makan Bergizi,January 2025,RRI.co.id,7 Jan 2025,Tren Makanan 2025: Inovasi Kuliner untuk Kesehatan,https://rri.co.id/kesehatan/1240474/tren-makanan-2025-inovasi-kuliner-untuk-kesehatan
Technological,Teknologi Pangan Makan Bergizi,January 2025,Sukabumi Update,8 Jan 2025,Cek Fakta: Rekrutmen CPNS Badan Gizi Nasional untuk Dapur Umum Makan Bergizi Gratis - Sukabumi Update,https://www.sukabumiupdate.com/cek-fakta/152071/cek-fakta-rekrutmen-cpns-badan-gizi-nasional-untuk-dapur-umum-makan-siang-gratis
Technological,Teknologi Pangan Makan Bergizi,January 2025,Kompasiana.com,10 Jan 2025,4 Gadget Pintar yang Membantu Kamu Menjaga Pola Makan Lebih Sehat - Kompasiana.com,https://www.kompasiana.com/agilshabib/6780994ac925c4664f638412/4-gadget-pintar-yang-membantu-kamu-menjaga-pola-makan-lebih-sehat
Technological,Teknologi Pangan Makan Bergizi,January 2025,Surat Dokter,26 Jan 2025,Pakar Mengatakan Susu Kecoa Lebih Bernutrisi Dibandingan Dengan Susu Sapi: Kamu Mau Coba? - Surat Dokter,https://www.suratdokter.com/makanan-sehat/1485564699/pakar-mengatakan-susu-kecoa-lebih-bernutrisi-dibandingan-dengan-susu-sapi-kamu-mau-coba?page=2
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,RRI.co.id,28 Jan 2025,Sekolah Kedinasan Pengawas Obat dan Makanan siap Dibangun di Tompobulu Maros,https://rri.co.id/iptek/1286095/sekolah-kedinasan-pengawas-obat-dan-makanan-siap-dibangun-di-tompobulu-maros
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,Tempo.co,13 Jan 2025,BPOM Solo Cek Makanan Program Makan Bergizi Gratis,https://www.tempo.co/ekonomi/bpom-solo-cek-makanan-program-makan-bergizi-gratis-1193664
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,Inilah.com,10 Jan 2025,Nyaris Jadi Bencana! Sayur Basi Hampir Disajikan di Program MBG ke Sekolah,https://www.inilah.com/nyaris-jadi-bencana-sayur-basi-hampir-disajikan-di-program-mbg-ke-sekolah
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,MetroTVNews.com,7 Jan 2025,Pelaksanaan Program Makan Bergizi Gratis Diawasi Ketat,https://www.metrotvnews.com/read/b2lCp8dm-pelaksanaan-program-makan-bergizi-gratis-diawasi-ketat
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,Bisnis.com,24 Jan 2025,"Polemik Keracunan Makan Bergizi Gratis, BPOM Mulai Pengawasan",https://kabar24.bisnis.com/read/20250124/15/1834576/polemik-keracunan-makan-bergizi-gratis-bpom-mulai-pengawasan
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,Maros News,30 Jan 2025,"BPOM RI Berencana Bangun Sekolah Kedinasan di Maros, Lokasinya di Tompobulu",https://www.marosnews.com/bpom-ri-berencana-bangun-sekolah-kedinasan-di-maros-lokasinya-di-tompobulu/
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,CNN Indonesia,10 Jan 2025,BPOM Temukan Kasus Sayur Basi untuk Program MBG,https://www.cnnindonesia.com/nasional/20250110133835-20-1185777/bpom-temukan-kasus-sayur-basi-untuk-program-mbg
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,SINDOmakassar,28 Jan 2025,BPOM RI Bakal Bangun Sekolah Vokasi di Provinsi Sulsel,https://sindomakassar.com/read/news/15094/bpom-ri-bakal-bangun-sekolah-vokasi-di-provinsi-sulsel-1738065669
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,RRI.co.id,21 Jan 2025,BPOM Ambon Uji Sampel Makanan,https://rri.co.id/makan-bergizi-gratis/1268576/bpom-ambon-uji-sampel-makanan
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,RRI.co.id,13 Jan 2025,BPOM Sosialisasi Keamanan Pangan di SDN 42 Kota Bengkulu,https://rri.co.id/daerah/1251514/bpom-sosialisasi-keamanan-pangan-di-sdn-42-kota-bengkulu
Legal,BPOM Pengawasan Makanan Sekolah,January 2025,RRI.co.id,17 Jan 2025,BPOM Tarakan Awasi Makanan Bergizi Gratis di Nunukan,https://rri.co.id/makan-bergizi-gratis/1261063/bpom-tarakan-awasi-makanan-bergizi-gratis-di-nunukan
Legal,Aturan Makan Bergizi Gratis,January 2025,Pemerintah Kota Blitar,7 Jan 2025,"Dukung Program Makan Bergizi Gratis, Pemerintah Kota Blitar Melarang Keras Sekolah Lakukan Penarikan Iuran dalam Bentuk Apapun",https://www.blitarkota.go.id/berita/dukung-program-makan-bergizi-gratis-pemerintah-kota-blitar-melarang-keras-sekolah-lakukan-penarikan-iuran-dalam-bentuk-apapun
Legal,Aturan Makan Bergizi Gratis,January 2025,detikNews,6 Jan 2025,"Jadwal Pemberian Makan Bergizi Gratis di PAUD hingga SMA, Jam Berapa?",https://news.detik.com/berita/d-7719960/jadwal-pemberian-makan-bergizi-gratis-di-paud-hingga-sma-jam-berapa
Legal,Aturan Makan Bergizi Gratis,January 2025,MetroTVNews.com,6 Jan 2025,Komisi IX Minta Aturan Turunan Makan Bergizi Gratis Segera Dibuat,https://www.metrotvnews.com/read/bJEC4OVv-komisi-ix-minta-aturan-turunan-makan-bergizi-gratis-segera-dibuat
Legal,Aturan Makan Bergizi Gratis,January 2025,KBR.ID,7 Jan 2025,1.386 Pelajar Tulungagung Nikmati Program Makan Bergizi Gratis,https://kbr.id/articles/ragam/1-386-pelajar-tulungagung-nikmati-program-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,Tirto.id,8 Jan 2025,Dana Pribadi Prabowo pada Program MBG Berpotensi Langgar Aturan,https://tirto.id/dana-pribadi-prabowo-pada-program-mbg-berpotensi-langgar-aturan-g7d4
Legal,Aturan Makan Bergizi Gratis,January 2025,MetroTVNews.com,6 Jan 2025,"Cerita Pengemas Makan Bergizi Gratis, Bekerja dari Malam hingga Pagi",https://www.metrotvnews.com/read/NgxCDM5n-cerita-pengemas-makan-bergizi-gratis-bekerja-dari-malam-hingga-pagi
Legal,Aturan Makan Bergizi Gratis,January 2025,Tempo.co,25 Jan 2025,Aturan Makanan Bergizi Menurut Spesialis Gizi,https://www.tempo.co/gaya-hidup/aturan-makanan-bergizi-menurut-spesialis-gizi-1198860
Legal,Aturan Makan Bergizi Gratis,January 2025,Melintas,10 Jan 2025,"Perpres No 83 Tahun 2024: Empat Sasaran Penerima Makan Siang Gratis, Nomor 3 dan 4 Khusus Wanita, Siapakah Mereka? - Melintas",https://www.melintas.id/pendidikan/345511018/perpres-no-83-tahun-2024-empat-sasaran-penerima-makan-siang-gratis-nomor-3-dan-4-khusus-wanita-siapakah-mereka
Legal,Aturan Makan Bergizi Gratis,January 2025,Rumah Zakat,23 Jan 2025,"Program Makan Bergizi Gratis dari Dana Zakat, Bolehkah?",https://www.rumahzakat.org/program-makan-bergizi-gratis-dari-dana-zakat-bolehkah/
Legal,Aturan Makan Bergizi Gratis,January 2025,CNN Indonesia,9 Jan 2025,Belum Semua Sekolah di Jaktim Dapat Makan Bergizi Gratis,https://www.cnnindonesia.com/nasional/20250108204829-20-1185200/belum-semua-sekolah-di-jaktim-dapat-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,detikcom,8 Jan 2025,Syarat dan Tata Cara Daftar Jadi Mitra BGN untuk Program Makan Bergizi Gratis,https://www.detik.com/jateng/bisnis/d-7723236/syarat-dan-tata-cara-daftar-jadi-mitra-bgn-untuk-program-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,Republika.id,14 Jan 2025,"Wacana Program Makan Gratis Dibiayai Dana Zakat, Begini Aturan Syariatnya |",https://www.republika.id/posts/56379/wacana-program-makan-gratis-dibiayai-dana-zakat-begini-aturan-syariatnya
Legal,Aturan Makan Bergizi Gratis,January 2025,Haibunda,9 Jan 2025,"Program Makan Bergizi Gratis untuk Ibu Menyusui dan Hamil Mulai 9 Januari 2025, Simak Detailnya!",https://www.haibunda.com/menyusui/20250108183637-54-356991/program-makan-bergizi-gratis-untuk-ibu-menyusui-dan-hamil-mulai-9-januari-2025-simak-detailnya
Legal,Aturan Makan Bergizi Gratis,January 2025,CNN Indonesia,9 Jan 2025,Orang Tua Siswa di NTT Curhat Makan Bergizi Gratis Berbau Busuk,https://www.cnnindonesia.com/nasional/20250109070054-20-1185260/orang-tua-siswa-di-ntt-curhat-makan-bergizi-gratis-berbau-busuk
Legal,Aturan Makan Bergizi Gratis,January 2025,CNN Indonesia,10 Jan 2025,Siswa di Makassar Dijanjikan Hadiah Jika Habiskan Makan Bergizi Gratis,https://www.cnnindonesia.com/nasional/20250109151032-20-1185466/siswa-di-makassar-dijanjikan-hadiah-jika-habiskan-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,Inilah.com,11 Jan 2025,"Kekacauan Makan Bergizi Gratis, Mitra Mandiri Bernasib Tragis",https://www.inilah.com/kekacauan-makan-bergizi-gratis-mitra-mandiri-bernasib-tragis
Legal,Aturan Makan Bergizi Gratis,January 2025,Melintas,6 Jan 2025,"Kemenag Tidak Banyak Omon-Omon, Gercep Keluarkan Aturan Makan Bergizi Gratis (MBG), Kemenag Gercep Salut! - Melintas",https://www.melintas.id/pendidikan/345493919/kemenag-tidak-banyak-omon-omon-gercep-keluarkan-aturan-makan-bergizi-gratis-mbg-kemenag-gercep-salut
Legal,Aturan Makan Bergizi Gratis,January 2025,Melintas,9 Jan 2025,"Kabar Gembira Makan Siang Gratis: Berikut Ini Nama Sekolah yang Sudah Menggelar Makan Bergizi Gratis (MBG), Cek Sekolah Anda - Melintas",https://www.melintas.id/pendidikan/345508494/kabar-gembira-makan-siang-gratis-berikut-ini-nama-sekolah-yang-sudah-menggelar-makan-bergizi-gratis-mbg-cek-sekolah-anda
Legal,Aturan Makan Bergizi Gratis,January 2025,Kabar Cirebon,10 Jan 2025,"Makan Bergizi Gratis di Cilimus Kuningan Tunggu Arahan Pusat, Tiap SPPG Layani 3.000 Siswa dan Tambahan Balita - Kabar Cirebon",https://kabarcirebon.pikiran-rakyat.com/ciayumajakuning/pr-2938953910/makan-bergizi-gratis-di-cilimus-kuningan-tunggu-arahan-pusat-tiap-sppg-layani-3000-siswa-dan-tambahan-balita
Legal,Aturan Makan Bergizi Gratis,January 2025,CNN Indonesia,8 Jan 2025,Murid SD Jaktim Usai 3 Hari Makan Bergizi: Pak Prabowo Minta Susu,https://www.cnnindonesia.com/nasional/20250108125443-20-1184990/murid-sd-jaktim-usai-3-hari-makan-bergizi-pak-prabowo-minta-susu
Legal,Aturan Makan Bergizi Gratis,January 2025,Bisnis.com,23 Jan 2025,"Program Makan Bergizi Gratis Dinilai Tergesa-gesa, Standarisasi Tak Terlihat",https://ekonomi.bisnis.com/read/20250123/12/1834233/program-makan-bergizi-gratis-dinilai-tergesa-gesa-standarisasi-tak-terlihat
Legal,Aturan Makan Bergizi Gratis,January 2025,Melintas,6 Jan 2025,"Masyarakat Harus Tahu! Kemenag Terbitkan Aturan Makan Bergizi Gratis, Kemendikdasmen Kapan? Yuk Cek! - Melintas",https://www.melintas.id/pendidikan/345493905/masyarakat-harus-tahu-kemenag-terbitkan-aturan-makan-bergizi-gratis-kemendikdasmen-kapan-yuk-cek
Legal,Aturan Makan Bergizi Gratis,January 2025,CNN Indonesia,9 Jan 2025,SD dan PAUD di Jaktim Dapat Susu di Hari Keempat Makan Bergizi Gratis,https://www.cnnindonesia.com/nasional/20250109133345-20-1185409/sd-dan-paud-di-jaktim-dapat-susu-di-hari-keempat-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,detikcom,14 Jan 2025,Indonesia Impor 200 Ribu Sapi untuk Pasok Susu Makan Bergizi Gratis,https://www.detik.com/sumut/bisnis/d-7732128/indonesia-impor-200-ribu-sapi-untuk-pasok-susu-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,Tempo.co,15 Jan 2025,KND Minta Badan Pangan Nasional Perhatikan Zat Gizi Makan Bergizi Gratis untuk Anak Berkebutuhan Khusus,https://www.tempo.co/politik/knd-minta-badan-pangan-nasional-perhatikan-zat-gizi-makan-bergizi-gratis-untuk-anak-berkebutuhan-khusus-1194390
Legal,Aturan Makan Bergizi Gratis,January 2025,Suara.com,11 Jan 2025,"Murid Dimintai Uang Buat Beli Tempat Makan Program MBG, Warganet: Katanya Gratis?",https://www.suara.com/tekno/2025/01/11/115655/murid-dimintai-uang-buat-beli-tempat-makan-program-mbg-warganet-katanya-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,Berita Nasional,8 Jan 2025,DPR Dorong Pemerintah Bikin Inovasi Menu Makan Bergizi Gratis agar Disukai Siswa,https://beritanasional.com/detail/91479/dpr-dorong-pemerintah-bikin-inovasi-menu-makan-bergizi-gratis-agar-disukai-siswa
Legal,Aturan Makan Bergizi Gratis,January 2025,detikcom,6 Jan 2025,"Panduan Makan Bergizi Gratis di Pesantren, Ada 14 Etika Makan dan Minum!",https://www.detik.com/edu/sekolah/d-7719154/panduan-makan-bergizi-gratis-di-pesantren-ada-14-etika-makan-dan-minum
Legal,Aturan Makan Bergizi Gratis,January 2025,majalahnurani.com,26 Jan 2025,Mantan Ketua PWNU Jatim Tidak Sepakat Dana Zakat untuk Makan Bergizi Gratis,https://majalahnurani.com/2025/01/26/mantan-ketua-pwnu-jatim-tidak-sepakat-dana-zakat-untuk-makan-bergizi-gratis/
Legal,Aturan Makan Bergizi Gratis,January 2025,MerahPutih,9 Jan 2025,Gaji dan Jam Kerja Pegawai Pengelola Makan Bergizi Gratis Perlu Evaluasi,https://www.merahputih.com/post/read/gaji-dan-jam-kerja-pegawai-pengelola-makan-bergizi-gratis-perlu-evaluasi
Legal,Aturan Makan Bergizi Gratis,January 2025,Kaltim Post,29 Jan 2025,"Dianggarkan Rp 23 Ribu Per Orang, Jatah Makanan Napi di Kaltim Jauh Lebih Besar dari Makan Bergizi Gratis - Kaltim Post",https://kaltimpost.jawapos.com/utama/2385583055/dianggarkan-rp-23-ribu-per-orang-jatah-makanan-napi-di-kaltim-jauh-lebih-besar-dari-makan-bergizi-gratis
Legal,Aturan Makan Bergizi Gratis,January 2025,Poskota,6 Jan 2025,"Program Makan Bergizi Gratis Dimulai Hari Ini 6 Januari 2025, Cek Bocoran Menu dan Jadwal Pembagian! - Poskota",https://www.poskota.co.id/2025/01/06/program-makan-bergizi-gratis-dimulai-hari-ini-6-januari-2025-cek-bocoran-menu-dan-jadwal-pembagian
Legal,Aturan Makan Bergizi Gratis,January 2025,Poskota,6 Jan 2025,"Makan Bergizi Gratis Dimulai Hari Ini, 4 SPPG di Jakarta Sediakan Menu untuk 12.054 Siswa - Poskota",https://www.poskota.co.id/2025/01/06/makan-bergizi-gratis-dimulai-hari-ini-4-sppg-di-jakarta-sediakan-menu-untuk-12054-siswa
Legal,Aturan Makan Bergizi Gratis,January 2025,Portal Sulut,7 Jan 2025,Ini Keuntungan dan Cara Menjadi Mitra Makan Bergizi Gratis di Provinsi Sumatera Selatan - Portal Sulut,https://portalsulut.pikiran-rakyat.com/nasional/pr-858944795/ini-keuntungan-dan-cara-menjadi-mitra-makan-bergizi-gratis-di-provinsi-sumatera-selatan
Legal,Aturan Makan Bergizi Gratis,January 2025,Klik Pendidikan,9 Jan 2025,"Gunakan Sistem Prasmanan, Program Makanan Bergizi Gratis Pesantren Terapkan 3 Peraturan Ini - Klik Pendidikan",https://www.klikpendidikan.id/news/35814302639/gunakan-sistem-prasmanan-program-makanan-bergizi-gratis-pesantren-terapkan-3-peraturan-ini
Legal,Aturan Makan Bergizi Gratis,January 2025,JELAJAH INFORMASI,9 Jan 2025,Juknis Program Makan Bergizi Gratis Tahun 2025,https://www.ainamulyana.com/2025/01/juknis-program-makan-bergizi-gratis.html
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,ANTARA News,20 Jan 2025,Menteri Arifah: Sertifikasi halal jadi prioritas dalam Program MBG,https://www.antaranews.com/berita/4595198/menteri-arifah-sertifikasi-halal-jadi-prioritas-dalam-program-mbg
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Tribunnews.com,19 Jan 2025,Menteri PPPA: Kualitas Gizi dan Sertifikasi Halal Harus Jadi Perhatian Utama Makan Bergizi Gratis,https://www.tribunnews.com/regional/2025/01/19/menteri-pppa-kualitas-gizi-dan-sertifikasi-halal-harus-jadi-perhatian-utama-makan-bergizi-gratis
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,NU Online,20 Jan 2025,LPH NU-HAC Siap Dukung Program MBG sebagai Lembaga Pemeriksa Makanan Halal,https://www.nu.or.id/nasional/lph-nu-hac-siap-dukung-program-mbg-sebagai-lembaga-pemeriksa-makanan-halal-cw7m7
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,MetroTVNews.com,31 Jan 2025,Puluhan Pengusaha Katering di Tasikmalaya jadi Korban Penipuan Program MBG,https://www.metrotvnews.com/read/k8oCV3mQ-puluhan-pengusaha-katering-di-tasikmalaya-jadi-korban-penipuan-program-mbg
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,detikcom,24 Jan 2025,"Makan Bergizi Gratis Tetap Jalan Saat Ramadan, Tapi Menunya Beda",https://www.detik.com/edu/sekolah/d-7747642/makan-bergizi-gratis-tetap-jalan-saat-ramadan-tapi-menunya-beda
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,TIMES Indonesia,28 Jan 2025,"Serangga Masuk Menu Makan Bergizi Gratis, MUI: Hanya Belalang yang Halal-Thayyib",https://timesindonesia.co.id/kuliner/525792/serangga-masuk-menu-makan-bergizi-gratis-mui-hanya-belalang-yang-halalthayyib
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,KalbarOnline.com,20 Jan 2025,Mitra SPPG di Pontianak Pastikan Menu Makan Bergizi Gratis Aman Dikonsumsi Siswa,https://kalbaronline.com/2025/01/20/mitra-sppg-di-pontianak-pastikan-menu-makan-bergizi-gratis-aman-dikonsumsi-siswa/
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Suarakaltim.id,26 Jan 2025,Pedagang Kantin Sekolah Hadapi Tantangan Baru: Program MBG dan Sertifikasi Halal,https://kaltim.suara.com/read/2025/01/26/120000/pedagang-kantin-sekolah-hadapi-tantangan-baru-program-mbg-dan-sertifikasi-halal
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Kuningan Mass,20 Jan 2025,Menteri Desa Fokuskan Dana Rp20 Triliun untuk Makan Bergizi Gratis,https://kuninganmass.com/menteri-desa-fokuskan-dana-rp20-triliun-untuk-makan-bergizi-gratis/
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,IDN Times Bali,6 Jan 2025,Menanak Makan Bergizi Gratis yang Belum Matang,https://bali.idntimes.com/news/bali/menanak-makan-bergizi-gratis-yang-belum-matang-00-lm183-8nd4hg
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Radar Sukabumi,23 Jan 2025,"Zainul: Titik Lokasi Dapur Bergizi Gratis Belum Jelas, Banyak Temuan Laporan!",https://radarsukabumi.com/berita-utama/zainul-titik-lokasi-dapur-bergizi-gratis-belum-jelas-banyak-temuan-laporan/
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Jakarta Kemenag,10 Jan 2025,"Tinjau Program Makan Bergizi Gratis, Saiful Amri: Program MBG Dirancang Untuk Mengajarkan Nilai Karakter",https://dki.kemenag.go.id/berita/tinjau-program-makan-bergizi-gratis-saiful-amri-program-mbg-dirancang-untuk-mengajarkan-nilai-karakter-mnJum
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,RRI.co.id,31 Jan 2025,"Catut Program MBG, Puluhan Warga Jadi Korban Penipuan",https://rri.co.id/daerah/1295058/catut-program-mbg-puluhan-warga-jadi-korban-penipuan
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Sukabumi Update,25 Jan 2025,"Dari 11 Ribu UMKM Di Kabupaten Sukabumi, Baru 20 Persen Bersertifikat Halal - Sukabumi Update",https://www.sukabumiupdate.com/sukabumi/152953/dari-11-ribu-umkm-di-kabupaten-sukabumi-baru-20-persen-bersertifikat-halal
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,Kuningan Mass,15 Jan 2025,"Dandim Kuningan Wanti-wanti, Ada Upaya Penipuan Mengatasnamakan Program Makan Bergizi Gratis",https://kuninganmass.com/dandim-kuningan-wanti-wanti-ada-upaya-penipuan-mengatasnamakan-program-makan-bergizi-gratis/
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,ANTARA News,13 Jan 2025,Bey: Waspada penipuan berkedok pengadaan untuk Program MBG,https://www.antaranews.com/berita/4581130/bey-waspada-penipuan-berkedok-pengadaan-untuk-program-mbg
Legal,Sertifikasi Halal Makan Bergizi Gratis,January 2025,KalbarOnline.com,15 Jan 2025,"Pj Gubernur Harisson Tinjau Dapur MBG di Pontianak, Siap Layani 3.500 Siswa",https://kalbaronline.com/2025/01/15/pj-gubernur-harisson-tinjau-dapur-mbg-di-pontianak-siap-layani-3-500-siswa/
